HS Code,Description,Category
740200,copper unrefined copper anodes for electrolyti,74
740312,wire bars copper unwrought,74
740319,refined copper products unwrought nes,74
740322,coppertin base alloys unwrought,74
740329,copper alloys unwrought other than master all,74
740500,master alloys of copper,74
740620,powders copper of lamellar structure and flak,74
740721,bars rods and profiles of copperzinc base all,74
740729,bars rods and profiles copper alloy nes,74
740819,wire of refined copper of which the max cross s,74
740822,wire coppernickel base alloy or coppernickel,74
740911,plate sheet  strip of refined copper in coil,74
740921,platesheetstrip of copperzinc base alloysin,74
740931,plate sheet  strip of coppertin base alloys,74
740940,platesheetstrip of coppernickel or copnick,74
741011,foil of refined copper not backed,74
741021,foil of refined copper backed,74
741110,pipes and tubes refined copper,74
741122,pipes and tubescoppernickel base alloy or cop,74
741210,fittings pipe or tube of refined copper,74
741300,stranded wirecableplaited bands and like of c,74
741490,cloth grill and netting of copper wire and exp,74
741521,washers copper including spring washers,74
741531,screws copper for wood,74
741539,articles of copper threaded nes similar to bol,74
741700,cooking or heating apparatus domestic nonele,74
741820,sanitary ware and parts thereof of copper,74
741991,articles of copper not further wkd than cast,74
750110,nickel mattes,75
750210,nickel unwrought not alloyed,75
750300,waste and scrap nickel,75
750511,bars rods and profiles nickel not alloyed,75
750521,wire nickel not alloyed,75
750610,plates sheet strip and foil nickel not allo,75
750711,tubes and pipe nickel not alloyed,75
750720,fittings pipe and tube nickel,75
760110,aluminium unwrought not alloyed,76
760200,waste and scrap aluminium,76
760320,powders aluminium of lamellar structure incl,76
760421,profiles hollow aluminium alloyed,76
760511,wirealuminiumnot alloyedwith a max cross sec,76
760521,wire aluminium alloy with a maximum cross sec,76
760611,platesheet or stripaluminiumnot alloyedrect,76
760691,plate sheet or strip aluminium not alloyed,76
760711,foil aluminium not backed rolled but not fur,76
760720,foil aluminium backed not exceeding 02mm th,76
760820,tubes and pipe aluminium alloy,76
761010,doors windows and their frames and thresholds,76
761100,reservoirsvatssimilar cont of aluminiumcap,76
761290,containers alum cap 300l lined or heated n,76
761410,stranded wirecablesplaited bandsetcalumste,76
761510,tablekitchenhousehold artalumpartsneseg p,76
761610,nailstacksstaplesboltsnuts artaluminiu,76
780110,lead refined unwrought,78
780199,lead unwrought nes,78
780300,lead bars rods profiles and wire,78
780419,lead plates sheet strip and foil nes,78
780500,lead pipes or tubes and fittings for examplec,78
790111,zinc not alloyed unwrought containing by weight,79
790120,zinc alloys unwrought,79
790310,zinc dust,79
790400,zinc bars rods profiles and wire,79
790600,zinc pipes or tubes and fittings eg coupling,79
800110,tin not alloyed unwrought,80
800200,tin waste and scrap,80
800400,tin plates sheets and strip of a thickness ex,80
800520,tin powders and flakes,80
810110,powders tungsten wolfram,81
810192,tungsten profilesplatesheetstrip and foilin,81
810199,tungsten wolfram and articles thereof nes,81
810291,molybdenumunwroughtincluding bars or rods sim,81
810293,wire molybdenum,81
810310,tantalum unwrought including barsrods simply s,81
810411,magnesium unwrought containing by weight at lea,81
810420,magnesium waste and scrap,81
810490,magnesium and articles thereof nes,81
810590,cobalt and articles thereof nes,81
810710,cadmium unwrought waste and scrap powders,81
810810,titanium unwrought waste and scrap powders,81
810910,zirconium unwrought waste and scrap powders,81
811000,antimony and articles thereof including waste,81
811211,beryllium unwrought waste and scrap powders,81
811220,chromium and articles thereof including waste,81
811240,vanadium and articles thereof including waste,81
811299,galliumhafniumindiumniobiumrhenium or thall,81
820110,spades and shovels,82
820130,mattocks picks hoes and rakes,82
820150,secateurs and similar onehanded pruners and sh,82
820190,scythes sickles and oth hand tools used in agr,82
820220,band saw blades,82
820232,circular saw blades with working part of other,82
820291,straight saw blades for working metal,82
820310,files rasps and similar tools,82
820330,metal cutting shears tinmens snips and oth me,82
820411,wrenches handoperated with nonadjustable ja,82
820420,wrench sockets including ratchet handles extens,82
820520,hammers and sledge hammers,82
820540,screwdrivers,82
820559,tools for masons watchmakers miners and hand,82
820570,vices clamps and the like,82
820590,sets of articles of two or more of the foregoin,82
820711,rock drilling or earth boring tools with workin,82
820720,dies for drawing or extruding metal,82
820740,tools for taping or threading,82
820760,tools for boring or broaching,82
820780,tools for turning,82
820810,knives and blades for machines or mechanical ap,82
820830,knives and blades for kitchen appliances or foo,82
820890,knives and blades for leather paper tobacco m,82
821000,handoperated mechanical appliancesweighing 10,82
821191,table knives having fixed blades,82
821193,pocket and pen knives and other knives with fol,82
821210,razors including safety razors and open blade t,82
821290,parts of nonelectric razors,82
821410,paper knivesletter openerserasing knivespenc,82
821490,kitchen chopper cleavers and mincing knives an,82
821520,tableware sets not containing articles plated w,82
830110,padlocks of base metal,83
830130,locks of a kind used for furniture of base meta,83
830150,clasps and frames with clasps incorporating lo,83
830170,keys including blanks for keys presented separ,83
830220,castors of base metal,83
830241,mountings fittings and similar articles of bas,83
830249,mountings fittings and similar articles of bas,83
830260,door closures automatic of base metal,83
830400,officedesk equipmentbase mtl eg filing cabtr,83
830520,staples in stripsbase mtlnes eg for offices,83
830610,bells gongs and the like of base metal,83
830629,statuettes and other ornaments nes,83
830710,tubing flexible with or without fittings of i,83
830810,hookseyes and eyelets of base mtl for clothing,83
830890,beads spangles  other made up art nesfor clo,83
830990,stopperscapslidsseals and oth packing access,83
831110,electrodes coated of base metal for electric,83
831130,coated rods and cored wire of base mtl for sold,83
840110,nuclear reactors,84
840130,fuel elements cartridges nonirradiated for,84
840211,watertube boilers with a steam production excee,84
840219,vapour generating boilers nes including hybrid,84
840290,parts of steam or vapour generating boilers nes,84
840390,parts of central heating boiler nes,84
840420,condensers for steam or vapour power units,84
840510,producer gas or water gas generators acetylene,84
840611,steam and vapour turbines for marine propulsion,84
840690,parts of steam and vapour turbines,84
840721,outboard motors sparkignition reciprocating o,84
840731,engines sparkignition reciprocating displaci,84
840733,engines sparkignition reciprocating displacin,84
840790,engines sparkignition type nes,84
840820,engines diesel for the vehicles of chapter 87,84
840910,parts for sparkignition type aircraft engines,84
840999,parts for diesel and semidiesel engines,84
841012,hyd turbines  water wheels of a power exc 1000,84
841090,parts of hydraulic turbines  water wheels incl,84
841112,turbojets of a thrust exceeding 25 kn,84
841122,turbopropellers of a power exceeding 1100 kw,84
841182,gas turbines nes of a power exceeding 5000 kw,84
841199,parts of gas turbines nes,84
841221,hydraulic power engines  motors linear acting,84
841231,pneumatic power engines  motors linear acting,84
841280,engines and motors nes,84
841311,pumps with or wo a meas device for disp fuell,84
841320,hand pumps nes ot those of subheading no 8413,84
841340,concrete pumps,84
841360,rotary positive displacement pumps nes,84
841381,pumps nes,84
841391,parts of pumps for liquid whether or not fitted,84
841410,vacuum pumps,84
841430,compressors of a kind used in refrigerating equ,84
841451,fans tableroof etc with a selfcont elec mtr,84
841460,hoods having a maximum horizontal side not exce,84
841490,parts of vacuum pumps compressors fans blowe,84
841581,air cond mach nes inc a ref unit and a valve fo,84
841583,air cond mach nes not incorporating refrigerat,84
841610,furnace burners for liquid fuel,84
841630,mechstokers mechgrates mechash dischargers,84
841710,furnacesovens nelec for the roastmelt or ht,84
841780,industrial or lab furnaces  ovens inc inciner,84
841810,combined refrigeratorfreezers fitted with sep,84
841822,refrigerators household type absorptiontype,84
841830,freezers of the chest type not exceeding 800 l,84
841850,other refrigerating or freezing chestscabinets,84
841869,refrigerating or freezing equipment nes,84
841899,parts of refrigerating or freezing equipment n,84
841919,instantaneous or storage water heaters nonele,84
841931,dryers for agricultural products,84
841939,nondomestic nonelectric dryers nes,84
841950,heat exchange units nondomestic nonelectric,84
841981,machinery for making hot drinks or for cooking,84
841990,parts of machinery plant and equipment of head,84
842091,cylinders for calendering or rolling mach excl,84
842111,cream separators,84
842119,centrifuges nes,84
842122,filtering or purifying machinery and apparatus,84
842129,filtering or purifying machinery and apparatus,84
842139,filtering or purifying machinery and apparatus,84
842199,parts for filtering or purifying mchy  apparat,84
842219,dish washing machines nes,84
842230,mach for filclossealetcbtlecanboxbagctn,84
842290,pts of dish washingcleaning or drying containe,84
842320,scales for continuous weighing of goods on conv,84
842381,weighing machinery having a maximum weighing ca,84
842389,weighing machinery nes,84
842410,fire extinguishers whether or not charged,84
842430,steam or sand blasting machines and similar jet,84
842489,mech appl whether or not handop for projdis,84
842511,pulley tacklehoists electric exc skip hoists,84
842520,pithead winding gear winches specially designe,84
842539,winches or captsans nes,84
842542,jacks  hoists nes hydraulic,84
842611,gantry  overhead travelling cranes on fixed su,84
842619,transporter or bridge cranes,84
842630,portal or pedestal jib cranes,84
842649,derricks cranes or work trucks fitted with a c,84
842699,cranes or derricks nes,84
842720,selfpropelled works trucks nes,84
842810,lifts and skip hoists,84
842831,contaction elevatorsconveyors for goodsmat s,84
842833,contaction elevatorsconveyors for goodsmat,84
842840,escalators and moving walkways,84
842860,telefericschairliftsskidraglines traction,84
842911,bulldozers and angledozers crawler type,84
842920,graders and levellers selfpropelled,84
842940,tamping machines and road rollers selfpropell,84
842952,shovels and excavators with a 360 revolving sup,84
843010,piledrivers and pileextractors,84
843031,coal or rock cutters selfpropelled,84
843041,boring or sinking machinery nes selfpropelled,84
843050,construction equipment selfpropelled nes,84
843062,scrapers not selfpropelled,84
843110,parts of machinery of heading no 8425,84
843131,parts of lifts skip hoist or escalators,84
843141,buckets shovels grabs and grips of excavating,84
843143,parts of boring or sinking machinery whether o,84
843210,ploughs,84
843229,scarifiers cultivators weeders and hoes,84
